Timestamp_min,Reactor_Temp_C,Jacket_Flow_Rate_L_min,Pressure_atm,Reactant_A_Conc_mol_L,Product_B_Conc_mol_L,Reactor_Run_ID
3772,85,1016,3.21,1.87,0.63,21
3773,84.9,1013,3.19,1.86,0.64,21
3774,85.05,1015,3.22,1.85,0.65,21
3775,84.9,1011,3.18,1.84,0.66,21
3776,85,1013,3.2,1.83,0.67,21
3777,84.9,1014,3.18,1.82,0.68,21
3778,85,1016,3.21,1.81,0.69,21
3779,84.9,1013,3.19,1.8,0.7,21
3780,85.05,1015,3.22,1.79,0.71,21
3781,84.9,1011,3.18,1.78,0.72,21
3782,85,1013,3.2,1.77,0.73,21
3783,84.9,1014,3.18,1.76,0.74,21
3784,85,1016,3.21,1.75,0.75,21
3785,84.9,1013,3.19,1.74,0.76,21
3786,85.05,1015,3.22,1.73,0.77,21
3787,84.9,1011,3.18,1.72,0.78,21
3788,85,1013,3.2,1.71,0.79,21
3789,84.9,1014,3.18,1.7,0.8,21
3790,85,1016,3.21,1.69,0.81,21
3791,84.9,1013,3.19,1.68,0.82,21
3792,85.05,1015,3.22,1.67,0.83,21
3793,84.9,1011,3.18,1.66,0.84,21
3794,85,1013,3.2,1.65,0.85,21
3795,84.9,1014,3.18,1.64,0.86,21
3796,85,1016,3.21,1.63,0.87,21
3797,84.9,1013,3.19,1.62,0.88,21
3798,85.05,1015,3.22,1.61,0.89,21
3799,84.9,1011,3.18,1.6,0.9,21
3800,85,1013,3.2,1.59,0.91,21
3801,84.9,1014,3.18,1.58,0.92,21
3802,85,1016,3.21,1.57,0.93,21
3803,84.9,1013,3.19,1.56,0.94,21
3804,85.05,1015,3.22,1.55,0.95,21
3805,84.9,1011,3.18,1.54,0.96,21
3806,85,1013,3.2,1.53,0.97,21
3807,84.9,1014,3.18,1.52,0.98,21
3808,85,1015,3.2,1.52,0.98,21
3809,85.5,1013,3.18,1.47,1.03,21
3810,86,1016,3.22,1.42,1.08,21
3811,86.5,1019,3.19,1.37,1.13,21
3812,87,1010,3.21,1.32,1.18,21
3813,87.5,1017,3.17,1.27,1.23,21
3814,88,1014,3.23,1.22,1.28,21
3815,88.5,1011,3.16,1.17,1.33,21
3816,89,1018,3.24,1.12,1.38,21
3817,89.5,1015,3.19,1.07,1.43,21
3818,90,1012,3.26,1.02,1.47,21
3819,90.5,1019,3.21,0.97,1.53,21
3820,91,1016,3.27,0.92,1.57,21
3821,91.5,1013,3.22,0.87,1.63,21
3822,92,1010,3.3,0.82,1.67,21
3823,92.5,1017,3.24,0.77,1.73,21
3824,93,1014,3.29,0.72,1.77,21
3825,93.5,1011,3.25,0.67,1.83,21
3826,94,1018,3.32,0.62,1.87,21
3827,94.5,1015,3.27,0.57,1.93,21
3828,95,1012,3.34,0.52,1.97,21
3829,95.5,1019,3.3,0.47,2.03,21
3830,96,1016,3.37,0.42,2.07,21
3831,96.5,1013,3.32,0.37,2.13,21
3832,97,1010,3.4,0.32,2.17,21
3833,97.5,1017,3.35,0.27,2.23,21
3834,98,1014,3.42,0.22,2.27,21
3835,98.5,1011,3.37,0.17,2.33,21
3836,99,1018,3.49,0.12,2.37,21
3837,99.5,1015,3.44,0.07,2.43,21
3838,100,1012,3.51,0.02,2.47,21
3839,100.5,1019,3.46,0,2.5,21
3840,101,1016,3.58,0,2.5,21
3841,101.5,1013,3.53,0,2.5,21
3842,102,1010,3.65,0,2.5,21
3843,102.5,1017,3.6,0,2.5,21
3844,103,1014,3.72,0,2.5,21
3845,103.5,1011,3.67,0,2.5,21
3846,104,1018,3.84,0,2.5,21
3847,104.5,1015,3.79,0,2.5,21
3848,105,1012,3.96,0,2.5,21
3849,105.5,1019,3.91,0,2.5,21
3850,106,1016,4.08,0,2.5,21
3851,106.5,1013,4.03,0,2.5,21
3852,107,1010,4.2,0,2.5,21
3853,107.5,1017,4.15,0,2.5,21
3854,108,1014,4.32,0,2.5,21
3855,108.5,1011,4.27,0,2.5,21
3856,109,1018,4.49,0,2.5,21
3857,109.5,1015,4.44,0,2.5,21
3858,85,1015,3.2,2.5,0,22
3859,84.5,1018,3.18,2.49,0.01,22
3860,85,1012,3.22,2.48,0.02,22
3861,84.75,1009,3.19,2.47,0.03,22
3862,85.25,1016,3.21,2.46,0.04,22
3863,84.5,1013,3.17,2.45,0.05,22
3864,85,1006,3.23,2.44,0.06,22
3865,84.75,1010,3.16,2.43,0.07,22
3866,85.25,1003,3.24,2.42,0.08,22
3867,84.5,1009,3.18,2.41,0.09,22
3868,85,1015,3.22,2.4,0.1,22
3869,84.75,1011,3.19,2.39,0.11,22
3870,85.25,1008,3.23,2.38,0.12,22
3871,84.5,1014,3.16,2.37,0.13,22
3872,85,1010,3.2,2.36,0.14,22
3873,84.75,1007,3.18,2.35,0.15,22
3874,85.25,1013,3.21,2.34,0.16,22
3875,84.5,1010,3.17,2.33,0.17,22
3876,85,1009,3.23,2.32,0.18,22
3877,84.75,1015,3.16,2.31,0.19,22
3878,85.25,1011,3.2,2.3,0.2,22
3879,84.5,1008,3.18,2.29,0.21,22
3880,85,1014,3.22,2.28,0.22,22
3881,84.75,1010,3.19,2.27,0.23,22
3882,85.25,1007,3.23,2.26,0.24,22
3883,84.5,1013,3.16,2.25,0.25,22
3884,85,1010,3.2,2.24,0.26,22
3885,84.75,1009,3.18,2.23,0.27,22
3886,85.25,1015,3.22,2.22,0.28,22
3887,84.5,1011,3.19,2.21,0.29,22
3888,85,1008,3.23,2.2,0.3,22
3889,84.75,1014,3.16,2.19,0.31,22
3890,85.25,1010,3.2,2.18,0.32,22
3891,84.5,1007,3.18,2.17,0.33,22
3892,85,1013,3.22,2.16,0.34,22
3893,84.75,1010,3.19,2.15,0.35,22
3894,85.25,1009,3.23,2.14,0.36,22
3895,84.5,1015,3.16,2.13,0.37,22
3896,85,1011,3.2,2.12,0.38,22
3897,84.75,1008,3.18,2.11,0.39,22
3898,85.25,1014,3.22,2.1,0.4,22
3899,84.5,1010,3.19,2.09,0.41,22
3900,85,1007,3.23,2.08,0.42,22
3901,84.75,1013,3.16,2.07,0.43,22
3902,85.25,1010,3.2,2.06,0.44,22
3903,84.5,1009,3.18,2.05,0.45,22
3904,85,1015,3.22,2.04,0.46,22
3905,84.75,1011,3.19,2.03,0.47,22
3906,85.25,1008,3.23,2.02,0.48,22
3907,84.5,1014,3.16,2.01,0.49,22
3908,85,1015,3.2,2.01,0.49,22
3909,84.5,1007,3.18,2,0.5,22
3910,85,1012,3.22,1.99,0.51,22
3911,84.9,1010,3.19,1.98,0.52,22
3912,85.4,1009,3.21,1.97,0.53,22
3913,85.1,1016,3.17,1.96,0.54,22
3914,84.6,1013,3.23,1.95,0.55,22
3915,85.3,1008,3.16,1.94,0.56,22
3916,85,1017,3.24,1.93,0.57,22
3917,84.7,1005,3.19,1.92,0.58,22
3918,85.4,1011,3.26,1.91,0.59,22
3919,85.1,1002,3.21,1.9,0.6,22
3920,84.6,1014,3.28,1.89,0.61,22
3921,85.3,1007,3.23,1.88,0.62,22
3922,85,1010,3.25,1.87,0.63,22
3923,84.7,1009,3.22,1.86,0.64,22
3924,85.4,1012,3.29,1.85,0.65,22
3925,85.1,1004,3.26,1.84,0.66,22
3926,84.6,1015,3.31,1.83,0.67,22
3927,85.3,1006,3.28,1.82,0.68,22
3928,85,1013,3.34,1.81,0.69,22
3929,84.7,1001,3.3,1.8,0.7,22
3930,85.4,1016,3.37,1.79,0.71,22
3931,85.1,1008,3.33,1.78,0.72,22
3932,84.6,1010,3.39,1.77,0.73,22
3933,85.3,1002,3.36,1.76,0.74,22
3934,85,1014,3.42,1.75,0.75,22
3935,84.7,1005,3.4,1.74,0.76,22
3936,85.4,1011,3.44,1.73,0.77,22
3937,85.1,1007,3.41,1.72,0.78,22
3938,84.6,1013,3.47,1.71,0.79,22
3939,85.3,1009,3.44,1.7,0.8,22
3940,85,1015,3.5,1.69,0.81,22
3941,84.7,1004,3.47,1.68,0.82,22
3942,85.4,1011,3.53,1.67,0.83,22
3943,85.1,1006,3.5,1.66,0.84,22
3944,84.6,1013,3.56,1.65,0.85,22
3945,85.3,1008,3.53,1.64,0.86,22
3946,85,1010,3.59,1.63,0.87,22
3947,84.7,1014,3.56,1.62,0.88,22
3948,85.4,1005,3.62,1.61,0.89,22
3949,85.1,1011,3.6,1.6,0.9,22
3950,84.6,1007,3.65,1.59,0.91,22
3951,85.3,1013,3.62,1.58,0.92,22
3952,85,1009,3.68,1.57,0.93,22
3953,84.7,1015,3.65,1.56,0.94,22
3954,85.4,1004,3.71,1.55,0.95,22
3955,85.1,1011,3.7,1.54,0.96,22
3956,84.6,1007,3.76,1.53,0.97,22
3957,85.3,1013,3.73,1.52,0.98,22
3958,85,1015,3.2,1.52,0.98,22
3959,85.5,1014,3.18,1.51,0.99,22
3960,86,1017,3.22,1.5,1,22
3961,86.5,1016,3.19,1.49,1.01,22
3962,87,1019,3.21,1.48,1.02,22
3963,87.5,1013,3.17,1.47,1.03,22
3964,88,1018,3.23,1.46,1.04,22
3965,88.5,1012,3.16,1.45,1.05,22
3966,89,1015,3.24,1.44,1.06,22
3967,89.5,1010,3.18,1.43,1.07,22
3968,90,1017,3.26,1.42,1.08,22
3969,90.5,1013,3.2,1.41,1.09,22
3970,91,1019,3.27,1.4,1.1,22
3971,91.5,1016,3.21,1.39,1.11,22
3972,92,1018,3.29,1.38,1.12,22
3973,92.5,1015,3.23,1.37,1.13,22
3974,93,1012,3.3,1.36,1.14,22
3975,93.5,1019,3.26,1.35,1.15,22
3976,94,1017,3.31,1.34,1.16,22
3977,94.5,1014,3.28,1.33,1.17,22
3978,95,1011,3.32,1.32,1.18,22
3979,95.5,1018,3.3,1.31,1.19,22
3980,96,1016,3.33,1.3,1.2,22
3981,96.5,1013,3.31,1.29,1.21,22
3982,97,1019,3.34,1.28,1.22,22
3983,97.5,1017,3.32,1.27,1.23,22
3984,98,1014,3.36,1.26,1.24,22
3985,98.5,1011,3.34,1.25,1.25,22
3986,99,1018,3.37,1.24,1.26,22
3987,99.5,1016,3.35,1.23,1.27,22
3988,100,1013,3.39,1.22,1.28,22
3989,100.5,1019,3.37,1.21,1.29,22
3990,101,1017,3.4,1.2,1.3,22
3991,101.5,1014,3.38,1.19,1.31,22
3992,102,1011,3.42,1.18,1.32,22
3993,102.5,1018,3.4,1.17,1.33,22
3994,103,1016,3.43,1.16,1.34,22
3995,103.5,1013,3.41,1.15,1.35,22
3996,104,1019,3.44,1.14,1.36,22
3997,104.5,1017,3.42,1.13,1.37,22
3998,105,1014,3.46,1.12,1.38,22
3999,105.5,1011,3.44,1.11,1.39,22
4000,106,1018,3.47,1.1,1.4,22
4001,106.5,1016,3.45,1.09,1.41,22
4002,107,1013,3.49,1.08,1.42,22
4003,107.5,1019,3.47,1.07,1.43,22
4004,108,1017,3.5,1.06,1.44,22
4005,108.5,1014,3.48,1.05,1.45,22
4006,109,1011,3.52,1.04,1.46,22
4007,109.5,1018,3.5,1.03,1.47,22
4008,85,1015,3.2,1.03,1.47,22
4009,84.5,1011,3.18,1.02,1.48,22
4010,85,1016,3.22,1.01,1.49,22
4011,84.8,1017,3.21,1,1.5,22
4012,85.2,1013,3.19,0.99,1.51,22
4013,84.7,1018,3.2,0.98,1.52,22
4014,85.1,1012,3.17,0.97,1.53,22
4015,84.6,1019,3.23,0.96,1.54,22
4016,85,1014,3.18,0.95,1.55,22
4017,84.9,1016,3.22,0.94,1.56,22
4018,84.4,1017,3.2,0.93,1.57,22
4019,85.3,1013,3.19,0.92,1.58,22
4020,84.7,1019,3.23,0.91,1.59,22
4021,85.2,1014,3.17,0.9,1.6,22
4022,84.6,1016,3.21,0.89,1.61,22
4023,85.1,1012,3.19,0.88,1.62,22
4024,84.9,1017,3.22,0.87,1.63,22
4025,84.4,1013,3.2,0.86,1.64,22
4026,85.3,1019,3.17,0.85,1.65,22
4027,84.7,1014,3.21,0.84,1.66,22
4028,85.2,1016,3.19,0.83,1.67,22
4029,84.6,1012,3.22,0.82,1.68,22
4030,85.1,1017,3.18,0.81,1.69,22
4031,84.9,1013,3.2,0.8,1.7,22
4032,84.4,1019,3.16,0.79,1.71,22
4033,85.3,1014,3.19,0.78,1.72,22
4034,84.7,1016,3.21,0.77,1.73,22
4035,85.2,1012,3.17,0.76,1.74,22
4036,84.6,1017,3.22,0.75,1.75,22
4037,85.1,1013,3.19,0.74,1.76,22
4038,84.9,1019,3.2,0.73,1.77,22
4039,84.4,1014,3.16,0.72,1.78,22
4040,85.3,1016,3.19,0.71,1.79,22
4041,84.7,1012,3.21,0.7,1.8,22
4042,85.2,1017,3.17,0.69,1.81,22
4043,84.6,1013,3.22,0.68,1.82,22
4044,85.1,1019,3.19,0.67,1.83,22
4045,84.9,1014,3.2,0.66,1.84,22
4046,84.4,1016,3.16,0.65,1.85,22
4047,85.3,1012,3.19,0.64,1.86,22
4048,84.7,1017,3.21,0.63,1.87,22
4049,85.2,1013,3.17,0.62,1.88,22
4050,84.6,1019,3.22,0.61,1.89,22
4051,85.1,1014,3.19,0.6,1.9,22
4052,84.9,1016,3.2,0.59,1.91,22
4053,84.4,1017,3.16,0.58,1.92,22
4054,85.3,1013,3.19,0.57,1.93,22
4055,84.7,1019,3.21,0.56,1.94,22
4056,85.2,1014,3.17,0.55,1.95,22
4057,84.6,1016,3.22,0.54,1.96,22
4058,85,1015,3.2,0.54,1.96,22
4059,85.5,1007,3.18,0.53,1.97,22
4060,85,1012,3.22,0.52,1.98,22
4061,84.5,1009,3.19,0.51,1.99,22
4062,85,1016,3.21,0.5,2,22
4063,84,1004,3.17,0.49,2.01,22
4064,85.5,1010,3.23,0.48,2.02,22
4065,84,1006,3.15,0.47,2.03,22
4066,85,1013,3.2,0.46,2.04,22
4067,83.5,1008,3.18,0.45,2.05,22
4068,85,1017,3.22,0.44,2.06,22
4069,84,1002,3.19,0.43,2.07,22
4070,85.5,1010,3.24,0.42,2.08,22
4071,83,1006,3.16,0.41,2.09,22
4072,85,1014,3.21,0.4,2.1,22
4073,84.5,1008,3.17,0.39,2.11,22
4074,85,1016,3.23,0.38,2.12,22
4075,83,1002,3.19,0.37,2.13,22
4076,85.5,1011,3.25,0.36,2.14,22
4077,83.5,1007,3.18,0.35,2.15,22
4078,85,1015,3.22,0.34,2.16,22
4079,84,1003,3.16,0.33,2.17,22
4080,85.5,1012,3.24,0.32,2.18,22
4081,83,1009,3.19,0.31,2.19,22
4082,85,1017,3.21,0.3,2.2,22
4083,84.5,1004,3.17,0.29,2.21,22
4084,85,1015,3.23,0.28,2.22,22
4085,83,1006,3.15,0.27,2.23,22
4086,85.5,1013,3.2,0.26,2.24,22
4087,83.5,1008,3.18,0.25,2.25,22
4088,85,1016,3.22,0.24,2.26,22
4089,84,1002,3.16,0.23,2.27,22
4090,85.5,1011,3.24,0.22,2.28,22
4091,83,1007,3.19,0.21,2.29,22
4092,85,1015,3.21,0.2,2.3,22
4093,84.5,1003,3.17,0.19,2.31,22
4094,85,1014,3.23,0.18,2.32,22
4095,83,1009,3.15,0.17,2.33,22
4096,85.5,1012,3.2,0.16,2.34,22
4097,83.5,1005,3.18,0.15,2.35,22
4098,85,1016,3.22,0.14,2.36,22
4099,84,1001,3.16,0.13,2.37,22
4100,85.5,1010,3.24,0.12,2.38,22
4101,83,1007,3.19,0.11,2.39,22
4102,85,1014,3.21,0.1,2.4,22
4103,84.5,1003,3.17,0.09,2.41,22
4104,85,1012,3.23,0.08,2.42,22
4105,83,1009,3.15,0.07,2.43,22
4106,85.5,1010,3.2,0.06,2.44,22
4107,83,1005,3.18,0.05,2.45,22
4108,85,1015,3.2,2.5,0,23
4109,85.5,1019,3.18,2.49,0.01,23
4110,86,1013,3.22,2.48,0.02,23
4111,86.5,1017,3.19,2.47,0.03,23
4112,87,1014,3.21,2.46,0.04,23
4113,87.5,1016,3.17,2.45,0.05,23
4114,88,1011,3.23,2.44,0.06,23
4115,88.5,1018,3.16,2.43,0.07,23
4116,89,1012,3.24,2.42,0.08,23
4117,89.5,1015,3.15,2.41,0.09,23
4118,90,1019,3.26,2.4,0.1,23
4119,90.5,1013,3.14,2.39,0.11,23
4120,91,1017,3.27,2.38,0.12,23
4121,91.5,1011,3.13,2.37,0.13,23
4122,92,1016,3.28,2.36,0.14,23
4123,92.5,1010,3.12,2.35,0.15,23
4124,93,1018,3.29,2.34,0.16,23
4125,93.5,1012,3.11,2.33,0.17,23
4126,94,1015,3.3,2.32,0.18,23
4127,94.5,1014,3.1,2.31,0.19,23
4128,95,1019,3.31,2.3,0.2,23
4129,95.5,1013,3.09,2.29,0.21,23
4130,96,1017,3.32,2.28,0.22,23
4131,96.5,1011,3.08,2.27,0.23,23
4132,97,1016,3.33,2.26,0.24,23
4133,97.5,1010,3.07,2.25,0.25,23
4134,98,1018,3.34,2.24,0.26,23
4135,98.5,1012,3.06,2.23,0.27,23
4136,99,1015,3.35,2.22,0.28,23
4137,99.5,1014,3.05,2.21,0.29,23
4138,100,1019,3.36,2.2,0.3,23
4139,100.5,1013,3.04,2.19,0.31,23
4140,101,1017,3.37,2.18,0.32,23
4141,101.5,1011,3.03,2.17,0.33,23
4142,102,1016,3.38,2.16,0.34,23
4143,102.5,1010,3.02,2.15,0.35,23
4144,103,1018,3.39,2.14,0.36,23
4145,103.5,1012,3.01,2.13,0.37,23
4146,104,1015,3.4,2.12,0.38,23
4147,104.5,1014,3,2.11,0.39,23
4148,105,1019,3.41,2.1,0.4,23
4149,105.5,1013,2.99,2.09,0.41,23
4150,106,1017,3.42,2.08,0.42,23
4151,106.5,1011,2.98,2.07,0.43,23
4152,107,1016,3.43,2.06,0.44,23
4153,107.5,1010,2.97,2.05,0.45,23
4154,108,1018,3.44,2.04,0.46,23
4155,108.5,1012,2.96,2.03,0.47,23
4156,109,1015,3.45,2.02,0.48,23
4157,109.5,1014,2.95,2.01,0.49,23
4158,85,1015,3.2,2.01,0.49,23
4159,84.5,1013,3.18,2,0.5,23
4160,85,1016,3.22,1.99,0.51,23
4161,84.9,1019,3.2,1.98,0.52,23
4162,85.3,1017,3.19,1.97,0.53,23
4163,85.4,1018,3.21,1.96,0.54,23
4164,85.1,1020,3.17,1.95,0.55,23
4165,84.7,1014,3.23,1.94,0.56,23
4166,85.2,1012,3.16,1.93,0.57,23
4167,84.8,1011,3.24,1.92,0.58,23
4168,85.5,1010,3.15,1.91,0.59,23
4169,84.6,1019,3.25,1.9,0.6,23
4170,85.4,1017,3.14,1.89,0.61,23
4171,84.9,1013,3.26,1.88,0.62,23
4172,85.7,1011,3.13,1.87,0.63,23
4173,84.8,1012,3.27,1.86,0.64,23
4174,85,1019,3.12,1.85,0.65,23
4175,84.7,1014,3.28,1.84,0.66,23
4176,85.3,1016,3.11,1.83,0.67,23
4177,84.9,1018,3.29,1.82,0.68,23
4178,85.4,1015,3.1,1.81,0.69,23
4179,84.6,1017,3.3,1.8,0.7,23
4180,85.1,1019,3.09,1.79,0.71,23
4181,84.8,1012,3.31,1.78,0.72,23
4182,85.5,1014,3.08,1.77,0.73,23
4183,84.7,1016,3.32,1.76,0.74,23
4184,85.3,1018,3.07,1.75,0.75,23
4185,84.9,1011,3.33,1.74,0.76,23
4186,85.6,1013,3.06,1.73,0.77,23
4187,84.8,1015,3.34,1.72,0.78,23
4188,85.4,1017,3.05,1.71,0.79,23
4189,84.7,1019,3.35,1.7,0.8,23
4190,85.3,1012,3.04,1.69,0.81,23
4191,84.9,1014,3.36,1.68,0.82,23
4192,85.6,1016,3.03,1.67,0.83,23
4193,84.8,1018,3.37,1.66,0.84,23
4194,85.4,1011,3.02,1.65,0.85,23
4195,84.7,1013,3.38,1.64,0.86,23
4196,85.3,1015,3.01,1.63,0.87,23
4197,84.9,1017,3.39,1.62,0.88,23
4198,85.6,1019,3,1.61,0.89,23
4199,84.8,1012,3.4,1.6,0.9,23
4200,85.4,1014,2.99,1.59,0.91,23
4201,84.7,1016,3.41,1.58,0.92,23
4202,85.3,1018,2.98,1.57,0.93,23
4203,84.9,1011,3.42,1.56,0.94,23
4204,85.6,1013,2.97,1.55,0.95,23
4205,84.8,1015,3.43,1.54,0.96,23
4206,85.4,1017,2.96,1.53,0.97,23
4207,84.7,1019,3.44,1.52,0.98,23
4208,85,1015,3.2,1.52,0.98,23
4209,85.5,1011,3.18,1.51,0.99,23
4210,86,1017,3.22,1.5,1,23
4211,86.5,1013,3.19,1.49,1.01,23
4212,87,1019,3.21,1.48,1.02,23
4213,87.5,1015,3.17,1.47,1.03,23
4214,88,1021,3.23,1.46,1.04,23
4215,88.5,1017,3.2,1.45,1.05,23
4216,89,1023,3.18,1.44,1.06,23
4217,89.5,1019,3.22,1.43,1.07,23
4218,90,1025,3.19,1.42,1.08,23
4219,90.5,1021,3.24,1.41,1.09,23
4220,91,1027,3.21,1.4,1.1,23
4221,91.5,1023,3.17,1.39,1.11,23
4222,92,1029,3.23,1.38,1.12,23
4223,92.5,1025,3.2,1.37,1.13,23
4224,93,1031,3.18,1.36,1.14,23
4225,93.5,1027,3.24,1.35,1.15,23
4226,94,1033,3.21,1.34,1.16,23
4227,94.5,1029,3.17,1.33,1.17,23
4228,95,1035,3.24,1.32,1.18,23
4229,95.5,1031,3.21,1.31,1.19,23
4230,96,1037,3.17,1.3,1.2,23
4231,96.5,1033,3.24,1.29,1.21,23
4232,97,1039,3.21,1.28,1.22,23
4233,97.5,1035,3.17,1.27,1.23,23
4234,98,1041,3.24,1.26,1.24,23
4235,98.5,1037,3.21,1.25,1.25,23
4236,99,1043,3.17,1.24,1.26,23
4237,99.5,1039,3.24,1.23,1.27,23
4238,100,1045,3.21,1.22,1.28,23
4239,100.5,1041,3.17,1.21,1.29,23
4240,101,1047,3.24,1.2,1.3,23
4241,101.5,1043,3.21,1.19,1.31,23
4242,102,1049,3.17,1.18,1.32,23
4243,102.5,1045,3.24,1.17,1.33,23
4244,103,1051,3.21,1.16,1.34,23
4245,103.5,1047,3.17,1.15,1.35,23
4246,104,1053,3.24,1.14,1.36,23
4247,104.5,1049,3.21,1.13,1.37,23
4248,105,1055,3.17,1.12,1.38,23
4249,105.5,1051,3.24,1.11,1.39,23
4250,106,1057,3.21,1.1,1.4,23
4251,106.5,1053,3.17,1.09,1.41,23
4252,107,1059,3.24,1.08,1.42,23
4253,107.5,1055,3.21,1.07,1.43,23
4254,108,1061,3.17,1.06,1.44,23
4255,108.5,1057,3.24,1.05,1.45,23
4256,109,1063,3.21,1.04,1.46,23
4257,109.5,1059,3.17,1.03,1.47,23
4258,85,1015,3.2,1.03,1.47,23
4259,85.5,1015,3.18,1.02,1.48,23
4260,86,1017,3.16,1.01,1.49,23
4261,86.5,1012,3.14,1,1.5,23
4262,87,1016,3.12,0.99,1.51,23
4263,87.5,1011,3.1,0.98,1.52,23
4264,88,1018,3.08,0.97,1.53,23
4265,88.5,1013,3.06,0.96,1.54,23
4266,89,1017,3.04,0.95,1.55,23
4267,89.5,1010,3.02,0.94,1.56,23
4268,90,1019,3,0.93,1.57,23
4269,90.5,1012,2.98,0.92,1.58,23
4270,91,1016,2.96,0.91,1.59,23
4271,91.5,1013,2.94,0.9,1.6,23
4272,92,1017,2.92,0.89,1.61,23
4273,92.5,1010,2.9,0.88,1.62,23
4274,93,1019,2.88,0.87,1.63,23
4275,93.5,1012,2.86,0.86,1.64,23
4276,94,1016,2.84,0.85,1.65,23
4277,94.5,1013,2.82,0.84,1.66,23
4278,95,1017,2.8,0.83,1.67,23
4279,95.5,1010,2.78,0.82,1.68,23
4280,96,1019,2.76,0.81,1.69,23
4281,96.5,1012,2.74,0.8,1.7,23
4282,97,1016,2.72,0.79,1.71,23
4283,97.5,1013,2.7,0.78,1.72,23
4284,98,1017,2.68,0.77,1.73,23
4285,98.5,1010,2.66,0.76,1.74,23
4286,99,1019,2.64,0.75,1.75,23
4287,99.5,1012,2.62,0.74,1.76,23
4288,100,1016,2.6,0.73,1.77,23
4289,100.5,1013,2.58,0.72,1.78,23
4290,101,1017,2.56,0.71,1.79,23
4291,101.5,1010,2.54,0.7,1.8,23
4292,102,1019,2.52,0.69,1.81,23
4293,102.5,1012,2.5,0.68,1.82,23
4294,103,1016,2.48,0.67,1.83,23
4295,103.5,1013,2.46,0.66,1.84,23
4296,104,1017,2.44,0.65,1.85,23
4297,104.5,1010,2.42,0.64,1.86,23
4298,105,1019,2.4,0.63,1.87,23
4299,105.5,1012,2.38,0.62,1.88,23
4300,106,1016,2.36,0.61,1.89,23
4301,106.5,1013,2.34,0.6,1.9,23
4302,107,1017,2.32,0.59,1.91,23
4303,107.5,1010,2.3,0.58,1.92,23
4304,108,1019,2.28,0.57,1.93,23
4305,108.5,1012,2.26,0.56,1.94,23
4306,109,1016,2.24,0.55,1.95,23
4307,109.5,1013,2.22,0.54,1.96,23
4308,85,1015,3.2,0.54,1.96,23
4309,85.5,1013,3.18,0.53,1.97,23
4310,85,1017,3.22,0.52,1.98,23
4311,84.5,1016,3.19,0.51,1.99,23
4312,85,1014,3.21,0.5,2,23
4313,85.5,1012,3.17,0.49,2.01,23
4314,85,1018,3.23,0.48,2.02,23
4315,84.5,1017,3.16,0.47,2.03,23
4316,85,1015,3.24,0.46,2.04,23
4317,85.5,1013,3.18,0.45,2.05,23
4318,85,1019,3.22,0.44,2.06,23
4319,84.5,1018,3.15,0.43,2.07,23
4320,85,1016,3.23,0.42,2.08,23
4321,85.5,1014,3.17,0.41,2.09,23
4322,85,1020,3.24,0.4,2.1,23
4323,84.5,1019,3.16,0.39,2.11,23
4324,85,1017,3.23,0.38,2.12,23
4325,84.5,1015,3.17,0.37,2.13,23
4326,85,1021,3.24,0.36,2.14,23
4327,84.5,1020,3.16,0.35,2.15,23
4328,85,1018,3.23,0.34,2.16,23
4329,84.5,1016,3.17,0.33,2.17,23
4330,85,1022,3.24,0.32,2.18,23
4331,84.5,1021,3.16,0.31,2.19,23
4332,85,1019,3.23,0.3,2.2,23
4333,84.5,1017,3.17,0.29,2.21,23
4334,85,1023,3.24,0.28,2.22,23
4335,84.5,1022,3.16,0.27,2.23,23
4336,85,1020,3.23,0.26,2.24,23
4337,84.5,1018,3.17,0.25,2.25,23
4338,85,1024,3.24,0.24,2.26,23
4339,84.5,1023,3.16,0.23,2.27,23
4340,85,1021,3.23,0.22,2.28,23
4341,84.5,1019,3.17,0.21,2.29,23
4342,85,1025,3.24,0.2,2.3,23
4343,84.5,1024,3.16,0.19,2.31,23
4344,85,1022,3.23,0.18,2.32,23
4345,84.5,1020,3.17,0.17,2.33,23
4346,85,1026,3.24,0.16,2.34,23
4347,84.5,1025,3.16,0.15,2.35,23
4348,85,1023,3.23,0.14,2.36,23
4349,84.5,1021,3.17,0.13,2.37,23
4350,85,1027,3.24,0.12,2.38,23
4351,84.5,1026,3.16,0.11,2.39,23
4352,85,1024,3.23,0.1,2.4,23
4353,84.5,1022,3.17,0.09,2.41,23
4354,85,1028,3.24,0.08,2.42,23
4355,84.5,1027,3.16,0.07,2.43,23
4356,85,1025,3.23,0.06,2.44,23
4357,84.5,1023,3.17,0.05,2.45,23
4358,85,1015,3.2,2.5,0,24
4359,85.5,1007,3.18,2.49,0.01,24
4360,85,1018,3.22,2.48,0.02,24
4361,84.5,1013,3.19,2.47,0.03,24
4362,84,1021,3.21,2.46,0.04,24
4363,83.5,1009,3.17,2.45,0.05,24
4364,83,1016,3.23,2.44,0.06,24
4365,82.5,1004,3.16,2.43,0.07,24
4366,82,1012,3.24,2.42,0.08,24
4367,81.5,1000,3.13,2.41,0.09,24
4368,81,1019,3.26,2.4,0.1,24
4369,80.5,1005,3.15,2.39,0.11,24
4370,80,1017,3.27,2.38,0.12,24
4371,79.5,1002,3.12,2.37,0.13,24
4372,79,1014,3.28,2.36,0.14,24
